Time,NetworkLoad,Delay
24407,0.000886047,0.842488935866
24720,0.000879866,0.332437681397
25780,0.000858256,0.974341763609
26154,0.000850735,0.131735944261
26193,0.000854265,0.88369497261
27356,0.000827086,0.929179793706
27529,0.000835483,0.02337613933
28359,0.000815463,0.865119818004
28424,0.000817996,0.872545149867
28901,0.000808803,0.281185250834
29485,0.000797019,0.115525820546
30352,0.000782506,0.785723329147
30499,0.000782823,0.414097100937
30596,0.000784429,0.481077732368
30838,0.000786368,0.011531349976
31222,0.000780705,0.222877720976
31232,0.000784464,0.466092162165
31318,0.000786297,0.299444409711
32160,0.000769594,0.183452056318
32385,0.000768107,0.195862491042
32388,0.000771912,0.898067636622
32465,0.000773934,0.974730100432
33013,0.000768641,0.170798659446
33167,0.000768851,0.626181382262
33760,0.000759041,0.285287949009
34417,0.000748195,0.819628350939
34587,0.000748119,0.235627399385
36229,0.000721118,0.545694440675
36378,0.000725042,0.807449470242
36822,0.00072309,0.836933715716
37287,0.000717425,0.857797702352
38470,0.000698607,0.597629230434
38926,0.000693637,0.750878974106
39476,0.000690293,0.034978483957
40683,0.000679034,0.207520421277
41011,0.000676663,0.927877969915
41341,0.000674277,0.420283732795
42383,0.00066065,0.49314236333
44564,0.000631116,0.114755734734
45279,0.00062392,0.762468441352
45353,0.000625655,0.5181912634
45565,0.000625493,0.927805724622
46438,0.00061642,0.525358667006
47461,0.000608406,0.934324854919
47772,0.000607059,0.65870231445
48467,0.00060351,0.53502193355
48646,0.000603864,0.948229974873
49186,0.000599768,0.344906494299
49421,0.000599447,0.4174347843
50757,0.000588599,0.916618124398
51508,0.00058244,0.525088594337
52080,0.000578447,0.881347058396
52917,0.000571654,0.352349979084
53624,0.000566447,0.301827804511
54085,0.000563934,0.667997190904
54591,0.00056099,0.047798604738
56681,0.000546928,0.795222442776
57025,0.000545817,0.387009853165
57404,0.000544392,0.553962362517
58068,0.000540317,0.198463930895
58715,0.000536491,0.075929136769
59166,0.000534521,0.854988150481
59179,0.00053651,0.258850912298
59623,0.000536709,0.329023984011
60503,0.000530971,0.631320378825
61265,0.000528445,0.35783498087
61508,0.000528389,0.239185409459
61851,0.000527477,0.000553115512
62536,0.000525704,0.818265274263
62935,0.000524354,0.381756360407
64442,0.00051403,0.20663720104
64548,0.000515121,0.006091108923
64628,0.000516425,0.985443148688
64885,0.000516304,0.766924597977
64955,0.000517669,0.37037312475
65566,0.000514749,0.056657323318
65885,0.000514159,0.677168542605
66537,0.000511,0.838772391973
67126,0.000510241,0.882210061436
67151,0.000511912,0.744525907016
67927,0.000507905,0.969062876359
70490,0.000492978,0.104362919838
70785,0.000492693,0.621343564853
71215,0.000491476,0.883671470943
71405,0.000493663,0.069392810714
71521,0.000494613,0.383055116965
71868,0.000493961,0.010539271304
71946,0.000495165,0.33191036455
72380,0.000493926,0.793712752527
75521,0.00047669,0.275675339583
75758,0.000476848,0.041548274434
77049,0.000470484,0.615418183273
77663,0.000468375,0.823921301771
78637,0.000464161,0.428227094465
79117,0.000462925,0.470316587729
79203,0.000464003,0.91701432218
79287,0.000465083,0.153138333293
81319,0.000455003,0.838530374873
81677,0.000454539,0.863629864728
82710,0.000451883,0.44804377438
88324,0.000425989,0.10939448114
88467,0.000426716,0.614419420514
90532,0.000419742,0.266502554874
90566,0.000420964,0.064346632605
90724,0.000421609,0.100510944487
91356,0.000420063,0.66401413129
92209,0.000417531,0.250654046876
92373,0.000418143,0.305950927184
92492,0.000418959,0.760656106703
93843,0.000415589,0.353147076467
95650,0.000409047,0.89438069219
97159,0.000403978,0.240617930436
97651,0.000403223,0.255693325144
98434,0.000401285,0.300431127531
98575,0.00040198,0.386662186643
99063,0.000401262,0.610216995196
99094,0.000402396,0.03474793994
99161,0.000403385,0.239155063488
102926,0.000391059,0.371400301027
103374,0.000390573,0.287649135169
103954,0.000389596,0.083577057121
104479,0.000388836,0.638832968289
105714,0.000385477,0.864500410622
105764,0.000386475,0.36291762184
107717,0.000382949,0.352227700929
107734,0.000384051,0.932522761782
109625,0.000378567,0.995306433745
109884,0.000378809,0.137570717254
109896,0.000379906,0.472822653338
111325,0.000377275,0.376170997335
114192,0.000368897,0.159044251559
115523,0.000366811,0.198891004288
115716,0.000367281,0.700103640914
116139,0.000367018,0.373503218085
116891,0.000365726,0.233431012747
117581,0.000364644,0.720928380654
117638,0.000365529,0.264225082888
118063,0.000365273,0.558907160635
118292,0.000365622,0.477519231024
118495,0.000366051,0.573875049323
118514,0.000367047,0.421347337505
118706,0.000367507,0.839088956208
120316,0.000363627,0.245368369159
120958,0.00036273,0.174488891334
121220,0.000362977,0.093302149417
123365,0.000357679,0.295363666032
123809,0.000357406,0.122560470915
126836,0.000350848,0.578575112872
127838,0.000349077,0.929270090217
129147,0.000346506,0.623277196134
130130,0.000346771,0.995363869778
130324,0.000347213,0.388690187463
131073,0.000346183,0.712193016764
132125,0.000344372,0.361870494696
132181,0.000345171,0.082321931176
133117,0.000343685,0.758954693981
134427,0.000341264,0.359506467421
134726,0.000341436,0.83558800303
140084,0.000330159,0.069442435848
140438,0.000330219,0.867341919405
141519,0.00032858,0.959782032603
142816,0.000326471,0.791164876054
143697,0.000325339,0.686813179636
145999,0.000321065,0.658081668561
147040,0.000320492,0.539727665494
148573,0.000318028,0.992241636691
152508,0.00031064,0.090608730122
152960,0.00031054,0.739834272523
153935,0.000309384,0.044851141285
154551,0.000309769,0.46851348425
154836,0.000310006,0.347510873556
155140,0.000310204,0.00035910251
155390,0.000310511,0.931694731039
155688,0.000310719,0.802950317835
159174,0.000305483,0.042632741246
160826,0.000303124,0.54436810068
161570,0.000303274,0.195928470497
165916,0.000298345,0.530378767352
166028,0.000298896,0.469197757448
166103,0.000299514,0.467039103849
166176,0.000300135,0.758749336377
166888,0.000299603,0.707129765202
167725,0.000298853,0.20779499822
168194,0.000298763,0.327331521182
170866,0.000295554,0.470308395745
175620,0.000289689,0.651300099167
175876,0.000289978,0.383746711359
176887,0.000289027,0.130351092929
176920,0.00028968,0.708994649048
179416,0.000286346,0.386251577537
179507,0.000286897,0.214739289908
181287,0.00028477,0.049795784991
182785,0.000283803,0.077255281435
183584,0.000283249,0.221848392406
185081,0.00028231,0.719864453309
186322,0.000281772,0.9819599886
187991,0.000279935,0.807459185286
194206,0.00027162,0.54020202036
195081,0.000271682,0.331641147087
195922,0.000271155,0.967029844847
197426,0.000269722,0.425662269323
200720,0.000266542,0.869109899036
200927,0.000266888,0.214805379709
200957,0.000268093,0.894643482556
202943,0.000267317,0.109998374249
206237,0.00026426,0.481900101711
207710,0.000262988,0.711813781033
208975,0.000262591,0.203389323964
211515,0.00026003,0.883511240699
212572,0.0002605,0.263405889285
212572,0.0002605,0.183544474302
215539,0.000257495,0.552520337679
216083,0.000257424,0.225763080222
216549,0.000257448,0.689282176439
217356,0.000257067,0.482397337014
219690,0.000255475,0.872683912951
219991,0.000255693,0.451712132215
221662,0.00025433,0.905598112158
226163,0.00024982,0.094587426126
227078,0.000249365,0.869150682001
228827,0.000248005,0.7537384106
229825,0.000247471,0.028361428943
230193,0.000247619,0.229871818332
232548,0.000246187,0.807712148443
232945,0.000246304,0.791574916782
234943,0.000245273,0.483499930013
235391,0.000245337,0.58706043408
235966,0.000245269,0.21134291978
236333,0.000245417,0.383637858248
241157,0.000241026,0.301852892696
242293,0.000240412,0.177384217042
243289,0.000239942,0.714818056125
243329,0.000240415,0.083467863632
245269,0.000239024,0.703995635274
245634,0.000239178,0.900061492713
245895,0.000239432,0.262175787675
246761,0.000239098,0.402008841236
248817,0.000237625,0.281295808551
249557,0.000237421,0.654173907354
251198,0.000236865,0.259482596301
251581,0.000237001,0.257372386572
252096,0.000237014,0.678206871656
252422,0.000237202,0.181021919214
253820,0.000236389,0.977788834266
256434,0.000234954,0.521021326537
258628,0.000233444,0.450711976011
258829,0.000233746,0.600573385672
260631,0.000232609,0.223613156177
261806,0.000232043,0.734532239617
262330,0.000232056,0.802217605413
262559,0.00023233,0.909971034
262869,0.000232531,0.583352015128
264904,0.000231216,0.671084616619
266881,0.000229972,0.628322468451
267703,0.000229732,0.33250159874
268719,0.00022933,0.960900863815
270081,0.000228635,0.219927308495
273091,0.000227031,0.082043676271
273470,0.000227173,0.425532343307
273728,0.000227872,0.127570523251
274830,0.000227414,0.292371475663
275050,0.000228141,0.416584421542
277155,0.00022731,0.754123323724
277206,0.000227719,0.734164899831
279593,0.000226669,0.659607619703
281877,0.000225276,0.004554880082
282039,0.00022559,0.256523979617
285930,0.000222957,0.631307675856
286342,0.000223073,0.223449830118
286489,0.000223395,0.788069303726
288811,0.000222032,0.695134214274
290168,0.000221855,0.807298526835
291652,0.000221154,0.365333596052
291731,0.000221523,0.199305963476
297264,0.00021782,0.19501924601
297668,0.000217944,0.210324587924
298263,0.000217929,0.701360587084
298845,0.000217923,0.823653595222
299319,0.000217995,0.697438213428
301264,0.000217417,0.268705302421
301377,0.000217751,0.962533923126
301405,0.000218145,0.433254534182
302799,0.000217966,0.051457723793
302815,0.000218368,0.080491695653
304719,0.000217414,0.622965204932
307806,0.000215639,0.211301884294
310481,0.000214184,0.902938369801
317757,0.000209673,0.513977077841
318349,0.000209676,0.682301471143
320523,0.000208644,0.451868685692
322110,0.000208004,0.630624020924
322471,0.000208158,0.263222591464
322590,0.000208469,0.197639443973
323882,0.000208409,0.195836111804
325445,0.000208177,0.347857544761
328235,0.000206788,0.029220530721
332028,0.000204802,0.089936008041
333736,0.000204129,0.443804358277
334494,0.00020404,0.227483455704
334947,0.000204137,0.345296753965
340934,0.000201286,0.701717685007
341425,0.000201362,0.651365605078
345356,0.000199432,0.512321059824
350964,0.000196958,0.965849366706
356364,0.000194324,0.120375258002
358791,0.000193358,0.944274088579
